,country,description,designation,points,price,province,region_1,region_2,variety,winery
694,US,"From the renowned vineyard's F Block comes a wine with plump wild berries, pencil lead and juniper on a tightly woven nose. Certain to last for years and evolve steadily over that time, the palate now shows lavender, elderberry, elderflower, cranberry essence and a touch of black tea. Drink 2018–2028.",Bien Nacido Vineyard,90,55,California,Santa Barbara County,Central Coast,Pinot Noir,Fess Parker
695,US,"Cherry-rhubarb juice, shiitake mushrooms, sagebrush and iron make for a lush and layered nose on this appellation-blend wine that is widely available. The palate begins with plush red cherry then dives into oregano, sage and mace spice. It's expertly complex for a reasonably priced wine.",,90,30,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
696,US,"Ripe bramble and smoked nuts cast a savory edge to concentrated blackberry and cherry flavors in this robust wine. It's velvety and rich, but crisp, cranberry acidity and a granite edge lend elegance. Drink now through 2022.",,90,25,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Hazlitt 1852 Vineyards
697,US,"Rich, ripe streaks of black cherry preserve are balanced by savory nuances of dried herb, toast and bramble in this luscious Pinot Noir. Aptly “lusty” in style, it's deeply concentrated with an unabashed fruit-forwardness, but crisp cranberry acidity and a penetrating earthiness gives it marked composure.",Lust,90,27,New York,Finger Lakes,Finger Lakes,Pinot Noir,Inspire Moore
698,US,"Hailing from Olsen and Elephant Mountain vineyards, this wine brings black currant, huckleberry and dark plum aromas that smell pure and sweet. The black fruit and smoke flavors display a mixture of concentration and restraint.",En Hommage,90,28,Washington,Yakima Valley,Columbia Valley,Syrah,Kevin White
699,Italy,"Scorched earth, toasted nut, espresso, cured meat and baked plum aromas lead the nose on this concentrated wine along with a hint of new leather. The big, chewy palate doles out mature black cherry, pomegranate, licorice and tobacco while tightly knit, fine-grained tannins provide the framework. Drink 2019–2023.",,90,62,Tuscany,Brunello di Montalcino,,Sangiovese,La Magia
700,US,"This wine is sourced from a handful of stellar vineyards, including Pratt, Dutton, Sullivan and Chenoweth. It was given 18 months in French oak, all of it twice-used or older, which contributes to an integrated, understated wood presence that's refreshing in its restraint. Creamy acidity and a taste of baked bread cradles lemon zest and almond before a crisp, lengthy finish.",,90,48,California,Sonoma Coast,Sonoma,Chardonnay,La Pitchoune
701,Italy,"Leafy underbrush, scorched earth, porcini mushroom and dried plum aromas lead the nose. The firmly structured palate offers dried black cherry, raspberry confiture and licorice alongside assertive, tightly-packed tannins. Drink 2018–2024.",,90,80,Tuscany,Brunello di Montalcino,,Sangiovese,Lazzeretti
702,US,"A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.",D,90,36,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Margerum
703,US,"Deep, dark blueberry fruit meets with beef char, fudge chocolate and espresso-bean notes on the nose of this blend of 59% Petite Sirah, 15% Syrah, 14% Tannat, 7% Petit Verdot, 4% Grenache and 1% Viognier. The rigid tannins need a little more time to open, but the zesty blueberry, blackberry and black-pepper flavors shine across the fresh, sizzling acidity.",1105,90,48,California,Paso Robles,Central Coast,Red Blend,MCV
704,US,"Ripe fruit and oak loom large in this wine, produced from relatively old vines in the heart of the appellation, long a source for the producer's Pinot Noir. Preserved lemon, fleshy melon and caramel dance around each other, steeped in Golden Delicious apple, honey and pear. A high wire of acidity marks the finish.",Olivet Lane,90,60,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
705,Canada,"This comes in at 15g/L residual sugar, but it's more than offset with mineral-drenched acidity, so it drinks like a dry wine. Pale lemon in hue, it offers citrus flesh and rind in a young, yeasty, medium-bodied wine. The persistent, crisply-defined finish leaves a pleasing aftertaste of tangerine.",Reserve,90,24,British Columbia,Okanagan Valley,,Riesling,Mission Hill
706,US,"Plummy chocolate stars in this densely textured yet nicely lean wine, which finds balance and power in the glass. Cherry, blueberry and cedar make appearances, before a finish kissed in tobacco.",Estate Grown,90,42,California,Oak Knoll District,Napa,Cabernet Franc,Monticello Vineyards
707,US,"Boosted with 5% Barbera, this bottling for the estate's Bootjack Ranch shows ripe cranberry, red cherry, a pinch of herbs and touches of caramel and coffee syrup on the nose. A dense core of black plum skins at the palate's core is surrounded by bright cherry fruit, evolving into a dark chocolate and espresso touch.",,90,45,California,Paso Robles,Central Coast,Sangiovese,Niner
708,US,"This vineyard-designated estate wine is restrained and elegant, allowing for a sparkle of raspberry and black cherry to speak. The oak is light and integrated, and the minerality well defined, with just the smallest traces of black licorice and pepper coming through on the finish.",Nance's Vineyard,90,39,California,Alexander Valley,Sonoma,Zinfandel,Ousterhout
709,US,"Tangy and intensely vibrant in citrus, this site-specific white sings in grapefruit pith and zest, layering those flavors atop spicy ginger and herb. It finishes bright and fresh on the palate, eager for food.",Redwood Ranch,90,25,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
710,US,"Cabernet Sauvignon makes up just over half of this blend with the rest Cabernet Franc and Merlot. Vanilla and cocoa aromas are out in front of herb, black licorice and dark fruit. The dark-fruit and woodspice flavors are refined and show a sense of depth, elegance and balance that captures the attention.",Damn Straight,90,40,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Plumb Cellars
711,Slovenia,"Amber gold in the glass, this Ribolla Gialla has aromas of wet river rocks, vanilla bean and honeycomb. It has a luscious mouthfeel with pronounced minerality and flavors of apricot, apple and ripe pear.",Brutus,90,40,Goriska Brda,,,Ribolla Gialla,Principiano Ferdinando
712,US,"Not just an intriguing wine that geeks will love to find, this bottling of Charbono is intriguing and accessible to lovers of many different styles. Rich but fruity aromas of boysenberry, black plum, hoisin sauce and wood smoke give way to a palate laced with more plum and rounded purple fruit as well as touches of graphite and gravel.",,90,40,California,Santa Clara Valley,Central Coast,Charbono,Sarah's Vineyard
713,Italy,"Sunbaked earth, mature black-skinned fruit, menthol, dark spice and a whiff of cured meat aromas emerge in the glass. The ripe, concentrated palate offers dried black cherry, star anise and tobacco alongside mature, densely packed tannins. Drink 2018–2025.",,90,60,Tuscany,Brunello di Montalcino,,Sangiovese,SassodiSole
714,Canada,"Fresh and creamy, this delicious wine shows a fruit mix of melon, apple and pear, with just a hint of celery. It's balanced and crisp, with excellent penetration and length.",,90,19,British Columbia,Okanagan Valley,,Pinot Gris,Tinhorn Creek
715,US,"Mounds of decadent chocolate and cassis round out a smoothly textured wine dotted in dried herb and black olive, coming together in firm tannin and integrated acidity. The finish is leathery.",,90,85,California,Mount Veeder,Napa,Cabernet Sauvignon,V. Sattui
716,Spain,"This amontillado smells complete, with a tight aromatic mix of raw wood, brine, citrus and dried stone fruits. The palate is racy, with razor-like acidity. Intense flavors of dried apricot, tart nectarine and almond skins finish full  and lasting, with cutting acidity.",Viña AB Amontillado Seco,90,26,Andalucia,Jerez,,Palomino,González Byass
717,Italy,"Aromas of scorched earth, game, truffle and mature plum come together in the glass. The ripe palate offers dried blackberry, mature cherry, anise and almond alongside firm, fine-grained tannins. Drink through 2020.",Riserva,90,25,Tuscany,Chianti Classico,,Red Blend,Il Brunone
718,US,"Chocolaty aromas and ample spicy, dark-fruit flavors power this generous and firm-textured wine. Everything seems in place and in balance, ready to take on a nice roast or braise.",,90,15,California,Dunnigan Hills,Central Valley,Tempranillo,Matchbook
719,France,"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.",,90,24,Rhône Valley,Tavel,,Rosé,Prieuré de Montézargues
720,US,"This red blend is nicely dry, with abundant of dark plum and pomegranate flavors and a full-bodied, moderately tannic mouthfeel. It's easy to drink but bold enough to pair with hearty proteins.",Harvest,86,18,California,California,California Other,Red Blend,The Naked Grape
721,South Africa,"This wine opens softly, with faint aromas of lemon-lime citrus and lean green fruit. The medium-weight palate offers a bit more concentration in green plum and lime tones, finishing pithy and somewhat bitter.",Schaapenberg Vineyard Reserve,86,35,Stellenbosch,,,Sauvignon Blanc,Vergelegen
722,Argentina,"This uniquely tan-colored Torrontés is “orange” in style. Aromas of orange peel, peach, apricot and floor polish are challenging but complex. This immediately turns grabby and astringent on the palate, while stone-fruit and pithy flavors are short, quick and dry.",Brutal,86,26,Mendoza Province,Mendoza,,Torrontés,Via Revolucionaria
723,Argentina,"Gritty aromas of herbal berry fruits and coffee grounds lead to a hard tannic, compact palate with loud acidity. Disparate flavors of burnt coffee, tomato and stewed plum finish with scraping tannins and herbal notes that reflect the nose and palate.",Familia Navarro Torrre Grand Gold Medal,86,39,Other,Argentina,,Malbec-Cabernet Sauvignon,Bodega Las Cañitas
724,South Africa,"This opens with scents of green melon rind, strawberry hull and lime that carry through to the palate alongside an additional note of peach. A pleasant grassy tone gives interest to the finish, while ample acidity keeps the palate fresh and clean. Drink now.",Barrelman's Select,86,11,Western Cape,,,Sauvignon Blanc,Fat Barrel
725,US,"While light in color, this wine is flavorful and easy to enjoy. Its smoothly textured, medium-bodied palate carries generous red cherry and plum flavors.",Saluté,85,15,California,Livermore Valley,Central Coast,Red Blend,Rubino Estates Winery
726,France,This pale rosé blend of Cabernet Sauvignon and Merlot is fruity with crisp strawberry fruits and acidity. It has a soft perfumed aftertaste that makes it immediately attractive. Drink now.,Bélingard,85,9,Southwest France,Bergerac Rosé,,Rosé,Château Bélingard
727,France,This is the second label from this Gaillac estate. It is a fine mix of red fruits and spice—all fruitiness and with a strong shot of acidity. The wine is made to be drunk young; enjoy this summer.,Les Petits Clément Merlot Duras,85,16,Southwest France,Côtes du Tarn,,Red Blend,Château Clément Termes
728,US,A hint of maple syrup in the aromas and flavors gives this medium-bodied red a touch of sweetness. Oak flavors dominate the modest fruit on the palate.,,85,15,California,California,California Other,Cabernet Sauvignon,Jack's House
729,France,"A blend of 30% Pinot Noir and 70% Gamay, this is a fruity wine with the softest tannins and red cherry flavor. Made to drink young, it's somewhat spoiled by a banana-like edge that comes from its vinification.",,85,18,Burgundy,Coteaux Bourguignons,,Pinot Noir-Gamay,Joseph Drouhin
